"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @vincent13031925: The CupHead from the latest Tesla’s V10 update is definitely my new favorite game!! 

Thanks @elonmusk &amp; @Tesla!! Spen…",FALSE,0,NA,2019-10-02 16:52:58,FALSE,NA,"1179439139348996097",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","alandail",1,TRUE,FALSE,NA,NA
"RT @exploreplanets: We’ve teamed up with @ZelectricBug and @omaze again to give you the chance to win a one-of-a-kind 1965 VW Convertible B…",FALSE,0,NA,2019-10-02 16:52:56,FALSE,NA,"1179439129626648577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ArciniegaEd",33,TRUE,FALSE,NA,NA
"RT @EliBurton_: I captured a hit a hit and run on my #Tesla dash cam. Watch how this ends 🤦🏻‍♂️ https://t.co/YccButCZMK",FALSE,0,NA,2019-10-02 16:52:29,FALSE,NA,"1179439019421290501",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","teslavangelist",4,TRUE,FALSE,NA,NA
"RT @hasanihunter: Hey Nebraska legislators.. prohibiting Tesla from selling its cars in this state is like telling customers the only way y…",FALSE,0,NA,2019-10-02 16:52:28,FALSE,NA,"1179439012500705280",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nicolewheeler",2,TRUE,FALSE,NA,NA
"RT @TeslaSono: Worked out today that driving a Tesla Model 3 from Sussex to Inverness (608 miles) will cost a #Tesla owner £30, if using th…",FALSE,0,NA,2019-10-02 16:50:13,FALSE,NA,"1179438448878510081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mascord",1,TRUE,FALSE,NA,NA
"On our #ZeroWaste tour of America. 

#ecofriendly #sustainability #planetearth #electricvehicle… https://t.co/rCjFOrUGsY",FALSE,1,NA,2019-10-02 16:49:28,TRUE,NA,"1179438258691825664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yanayanaland_",0,FALSE,FALSE,NA,NA
"""Arnold Schwarzenegger Helped Greta Thunberg Acquire a Tesla"" https://t.co/zdpBnBETgH #Thunberg #Tesla

 - It is fr… https://t.co/tfdBWnin2E",FALSE,0,NA,2019-10-02 16:48:40,TRUE,NA,"1179438057512038400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JoanneSpruceC21",0,FALSE,FALSE,NA,NA
"RT @NataliePace: @Tesla will be reporting 3Q production and deliveries. According to a leaked memo from @elonmusk, the company has a shot a…",FALSE,0,NA,2019-10-02 16:48:25,FALSE,NA,"1179437992718536704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tinoguevara1972",1,TRUE,FALSE,NA,NA
"RT @davidmoadel: $NIO With Slashed Value, Is #Nio Stock Dead in the Water? -- my article for @marketrealist https://t.co/bctEJJaShY $SPY $T…",FALSE,0,NA,2019-10-02 16:47:49,FALSE,NA,"1179437843350863877",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MarketRealist",1,TRUE,FALSE,NA,NA
"RT @ceo_plus_ch: Signs of change: The fossils have to give way to the representatives of the new, clean, smart &amp; sustainable tech of the 21…",FALSE,0,NA,2019-10-02 16:47:07,FALSE,NA,"1179437665587990529",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sacha81",14,TRUE,FALSE,NA,NA
"#Tesla #Tesla Model 3 Answer to What other cars did you consider before you bought your Tesla? by Joe Herman https://t.co/LF9K35We7a",FALSE,0,NA,2019-10-02 16:46:43,FALSE,NA,"1179437568821272577",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","grandmia",0,FALSE,FALSE,NA,NA
"RT @aenelee: Completely flipped when my new #model3 decided to park for me. Thanks #tesla team and @elonmusk for bringing the future to the…",FALSE,0,NA,2019-10-02 16:46:38,FALSE,NA,"1179437545916178434",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tinoguevara1972",190,TRUE,FALSE,NA,NA
"RT @JosephSchager: #Tesla #Model3 driverless thru @Costco parking lot madness thanks to #SmartSummon v10.0 😯😎🚗 @elonmusk was right about pa…",FALSE,0,NA,2019-10-02 16:46:14,FALSE,NA,"1179437445252882432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tinoguevara1972",384,TRUE,FALSE,NA,NA
"RT @vincent13031925: A 100,000-Delivery Quarter for Tesla Is ‘Achievable,’ Analyst Says - Barron's

$TSLA #Tesla #2019Q3 https://t.co/EA1i5…",FALSE,0,NA,2019-10-02 16:46:06,FALSE,NA,"1179437413594042373",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sprakala",12,TRUE,FALSE,NA,NA
"RT @ceo_plus_ch: Signs of change: The fossils have to give way to the representatives of the new, clean, smart &amp; sustainable tech of the 21…",FALSE,0,NA,2019-10-02 16:45:47,FALSE,NA,"1179437332983762944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sprakala",14,TRUE,FALSE,NA,NA
"Volvo could patent ""frunk"" if they were first.😜 @Tesla $Tsla #Tesla

https://t.co/A8xwD5E6hA",FALSE,1,NA,2019-10-02 16:44:35,FALSE,NA,"1179437031207968769",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","gora321",0,FALSE,FALSE,NA,NA
"RT @ceo_plus_ch: Signs of change: The fossils have to give way to the representatives of the new, clean, smart &amp; sustainable tech of the 21…",FALSE,0,NA,2019-10-02 16:43:45,FALSE,NA,"1179436818393116672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mrkspflr",14,TRUE,FALSE,NA,NA
"$NIO With Slashed Value, Is #Nio Stock Dead in the Water? -- my article for @marketrealist https://t.co/bctEJJaShY… https://t.co/d5nqOAOHyq",FALSE,1,NA,2019-10-02 16:43:12,TRUE,NA,"1179436683693105152",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","davidmoadel",1,FALSE,FALSE,NA,NA
"RT @ceo_plus_ch: Signs of change: The fossils have to give way to the representatives of the new, clean, smart &amp; sustainable tech of the 21…",FALSE,0,NA,2019-10-02 16:42:25,FALSE,NA,"1179436482966310913",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LaurenRow5",14,TRUE,FALSE,NA,NA
"RT @vincent13031925: Tesla to start Model 3 production at Gigafactory 3 this month: sources 

Congratulation ⁦@elonmusk⁩ &amp;@tesla team, the…",FALSE,0,NA,2019-10-02 16:42:16,FALSE,NA,"1179436445024391168",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ing_lele",11,TRUE,FALSE,NA,NA
"RT @ExteslaF: RED SIREN EMOJI

Vincent Tran, senior councel at #Tesla, left in September after being with $TSLA/ $SCTY for 6 years. He foun…",FALSE,0,NA,2019-10-02 16:42:10,FALSE,NA,"1179436423855984640",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CatnipCrapital",12,TRUE,FALSE,NA,NA
"#Tesla Model X owners, do you know what your “ice breaker” is? It’s not in the owner’s manual. Working on a report… https://t.co/AXUsY27Cit",FALSE,0,NA,2019-10-02 16:41:19,TRUE,NA,"1179436209396805632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dannoyes",0,FALSE,FALSE,NA,NA
"RT @vincent13031925: Tesla Model 3 electric vehicle smashes sales records, recasts Australia 🇦🇺 car market 

Plz reply with a “smash” emoji…",FALSE,0,NA,2019-10-02 16:41:14,FALSE,NA,"1179436184948367362",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","d4t4wr4ngl3r",71,TRUE,FALSE,NA,NA
"RT @WereldPijnCafe: @buddendorf @truetal15116649 @thefirecanthur1 @groeestate @G_Pr_0D9 @Mesmancer @VonnyHoek @hebawi @WouterKok666 @FelixD…",FALSE,0,NA,2019-10-02 16:41:04,FALSE,NA,"1179436146247573506",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","buddendorf",2,TRUE,FALSE,NA,NA
"RT @ceo_plus_ch: Signs of change: The fossils have to give way to the representatives of the new, clean, smart &amp; sustainable tech of the 21…",FALSE,0,NA,2019-10-02 16:40:49,FALSE,NA,"1179436081344897024",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","rich_teer",14,TRUE,FALSE,NA,NA
"Tesla will be reporting 3Q production and deliveries. According to a leaked memo from @elonmusk, the company has a… https://t.co/7PvgyXrvU5",FALSE,0,NA,2019-10-02 16:40:44,TRUE,NA,"1179436062877184000",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NataliePace",0,FALSE,FALSE,NA,NA
"My first win on Apex Legends @PlayApex new map World's Edge. Enjoy my dudes! #Rehabgaming #ApexLegends #Apex… https://t.co/18SmQ3I5UW",FALSE,1,NA,2019-10-02 16:40:40,TRUE,NA,"1179436042396590082",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Illpsilocy",0,FALSE,FALSE,NA,NA
"RT @WereldPijnCafe: @buddendorf @truetal15116649 @thefirecanthur1 @groeestate @G_Pr_0D9 @Mesmancer @VonnyHoek @hebawi @WouterKok666 @FelixD…",FALSE,0,NA,2019-10-02 16:40:05,FALSE,NA,"1179435899492474881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","G_Pr_0D9",2,TRUE,FALSE,NA,NA
"😂👍😍 #porsche goes #tesla https://t.co/ZMtFMbQgpq",FALSE,1,NA,2019-10-02 16:39:46,FALSE,NA,"1179435818701729792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zfescht",0,FALSE,FALSE,NA,NA
"RT @ceo_plus_ch: Signs of change: The fossils have to give way to the representatives of the new, clean, smart &amp; sustainable tech of the 21…",FALSE,0,NA,2019-10-02 16:39:42,FALSE,NA,"1179435800024567810",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minso9442",14,TRUE,FALSE,NA,NA
"RT @GerberKawasaki: I think the note I just read from Jonas at MS was an upgrade of Tesla. This is the guy with the $10 target when the sto…",FALSE,0,NA,2019-10-02 16:39:16,FALSE,NA,"1179435690217619456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ElectroCar",9,TRUE,FALSE,NA,NA
"@Tesla will be reporting 3Q production and deliveries. According to a leaked memo from @elonmusk, the company has a… https://t.co/EhXU1ETgjG",FALSE,1,"Tesla",2019-10-02 16:38:56,TRUE,NA,"1179435609816883201","13298072","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NataliePace",1,FALSE,FALSE,NA,NA
"GPS call system in #Tesla full self-driving car https://t.co/mfSgApJzaA",FALSE,1,NA,2019-10-02 16:37:16,FALSE,NA,"1179435188641832962",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarwanSherri",1,FALSE,FALSE,NA,NA
"@TeslaMotorsClub @Model3UKOwners @TeslaSono @Model3Owners I’m loving my #tesla #Model3 SR. No more #diesel #cars fo… https://t.co/UXONAMmbHF",FALSE,2,"TeslaMotorsClub",2019-10-02 16:37:00,TRUE,NA,"1179435121897807873","18200793","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tesladriver3",0,FALSE,FALSE,NA,NA
"Hilarious 'Smart Summon' Videos Prove Tesla Makes a Clown Car https://t.co/vXBN7knOLz #ElonMusk #Tesla https://t.co/qCUmlMHvDQ",FALSE,0,NA,2019-10-02 16:36:37,FALSE,NA,"1179435025218990080",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","erich_strasser",0,FALSE,FALSE,NA,NA
"@buddendorf @truetal15116649 @thefirecanthur1 @groeestate @G_Pr_0D9 @Mesmancer @VonnyHoek @hebawi @WouterKok666… https://t.co/9qDm2AQerO",FALSE,0,"buddendorf",2019-10-02 16:35:59,TRUE,"1179433606156083201","1179434867865595906","1341686353","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WereldPijnCafe",2,FALSE,FALSE,NA,NA
"The fight against Self Driving Cars just begun: 

https://t.co/xG05S7s250

#terminator #tesla #bostondynamics",FALSE,0,NA,2019-10-02 16:35:59,FALSE,NA,"1179434866787717121",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","quitebeyondvr",0,FALSE,FALSE,NA,NA
"RT @dise_tv: Former Scania CEO Leif Östling not to impressed by the quality of @Tesla cars in #Ekonomistudion @dagensindustri 
""I don´t thi…",FALSE,0,NA,2019-10-02 16:35:46,FALSE,NA,"1179434811384926208",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ExteslaF",6,TRUE,FALSE,NA,NA
"RT @ceo_plus_ch: Signs of change: The fossils have to give way to the representatives of the new, clean, smart &amp; sustainable tech of the 21…",FALSE,0,NA,2019-10-02 16:34:54,FALSE,NA,"1179434594346655745",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LudaLisl",14,TRUE,FALSE,NA,NA
"RT @ceo_plus_ch: Signs of change: The fossils have to give way to the representatives of the new, clean, smart &amp; sustainable tech of the 21…",FALSE,0,NA,2019-10-02 16:33:59,FALSE,NA,"1179434361734750213",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HeatherDawnPer1",14,TRUE,FALSE,NA,NA
"2 Tesla converts in 1 week! Word of mouth still rules the roost and both @elonmusk and @tesla know this. #tesla #model3 #ev #",FALSE,1,NA,2019-10-02 16:33:41,FALSE,NA,"1179434288510582784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","moonchic",0,FALSE,FALSE,NA,NA
"RT @StartGrowthHack: Brilliant! When Audi trolls Elon Musk and Tesla with their billboards.

#Tesla #Audi #Automotive #Automobile #Marketin…",FALSE,0,NA,2019-10-02 16:33:20,FALSE,NA,"1179434200258220037",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JamesSm58160141",3,TRUE,FALSE,NA,NA
"RT @ceo_plus_ch: Signs of change: The fossils have to give way to the representatives of the new, clean, smart &amp; sustainable tech of the 21…",FALSE,0,NA,2019-10-02 16:33:09,FALSE,NA,"1179434153160429571",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SteveHamel16",14,TRUE,FALSE,NA,NA
"RT @ExteslaF: RED SIREN EMOJI

Vincent Tran, senior councel at #Tesla, left in September after being with $TSLA/ $SCTY for 6 years. He foun…",FALSE,0,NA,2019-10-02 16:31:02,FALSE,NA,"1179433618948706307",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","witwwos",12,TRUE,FALSE,NA,NA
"RT @ExteslaF: RED SIREN EMOJI

Vincent Tran, senior councel at #Tesla, left in September after being with $TSLA/ $SCTY for 6 years. He foun…",FALSE,0,NA,2019-10-02 16:30:42,FALSE,NA,"1179433535310049280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Savolainen_J",12,TRUE,FALSE,NA,NA
